Geography Type,Geography,Group Name,Group Category,Indicator Name,Indicator Category,Time Period,Time Type,Estimate (%),95% CI (%),Sample Size,Suppression Flag
Jurisdictional Estimates,Arizona,Vaccination Intention Among Unvaccinated,Probably or Definitely Will Not Get Vaccinated,Difficulty Receiving COVID-19 Vaccine,Not At All or A Little Difficult to Get Vaccinated,June 27 – July 31,Monthly,89.9,82.1-94.5,127,0
Jurisdictional Estimates,California,Vaccination Status,Total Vaccinated People,Concern About COVID-19 Disease,Moderately or Very Concerned About COVID-19,June 27 – July 31,Monthly,47.5,44.8-50.3,2506,0
Jurisdictional Estimates,California,Vaccination Status,Total Vaccinated People,Confidence In COVID-19 Vaccine Safety,Very or Completely Confident in COVID-19 Vaccine Safety,June 27 – July 31,Monthly,78.3,75.8-80.5,2424,0
Jurisdictional Estimates,California,Vaccination Status,Total Vaccinated People,COVID-19 Vaccination of Friends and Family,Many or Almost All Friends and Family Vaccinated,June 27 – July 31,Monthly,87.4,85.5-89.1,2505,0
Jurisdictional Estimates,California,Vaccination Status,Total Vaccinated People,Provider Recommendation,Provider Recommended,June 27 – July 31,Monthly,44.4,41.7-47.2,2499,0
Jurisdictional Estimates,California,Vaccination Status,Total Vaccinated People,Difficulty Receiving COVID-19 Vaccine,Not At All or A Little Difficult to Get Vaccinated,June 27 – July 31,Monthly,82.5,80.3-84.5,2513,0
Jurisdictional Estimates,California,Vaccination Status,Total Unvaccinated People,Concern About COVID-19 Disease,Moderately or Very Concerned About COVID-19,June 27 – July 31,Monthly,31.6,25.8-38.0,331,0
Jurisdictional Estimates,California,Vaccination Status,Total Unvaccinated People,Confidence In COVID-19 Vaccine Safety,Very or Completely Confident in COVID-19 Vaccine Safety,June 27 – July 31,Monthly,19.2,13.9-25.8,263,0
Jurisdictional Estimates,California,Vaccination Status,Total Unvaccinated People,COVID-19 Vaccination of Friends and Family,Many or Almost All Friends and Family Vaccinated,June 27 – July 31,Monthly,43.4,37.0-50.1,323,0
Jurisdictional Estimates,California,Vaccination Status,Total Unvaccinated People,Provider Recommendation,Provider Recommended,June 27 – July 31,Monthly,27.2,21.9-33.3,331,0
Jurisdictional Estimates,California,Vaccination Status,Total Unvaccinated People,Difficulty Receiving COVID-19 Vaccine,Not At All or A Little Difficult to Get Vaccinated,June 27 – July 31,Monthly,88.4,83.3-92.0,321,0
Jurisdictional Estimates,California,Vaccination Intention Among Unvaccinated,Definitely Plan to Get Vaccinated,Concern About COVID-19 Disease,Moderately or Very Concerned About COVID-19,June 27 – July 31,Monthly,55.3,39.0-70.6,51,0
Jurisdictional Estimates,California,Vaccination Intention Among Unvaccinated,Definitely Plan to Get Vaccinated,Confidence In COVID-19 Vaccine Safety,Very or Completely Confident in COVID-19 Vaccine Safety,June 27 – July 31,Monthly,60.2,42.5-75.5,45,0
Jurisdictional Estimates,California,Vaccination Intention Among Unvaccinated,Definitely Plan to Get Vaccinated,COVID-19 Vaccination of Friends and Family,Many or Almost All Friends and Family Vaccinated,June 27 – July 31,Monthly,76.6,60.1-87.6,50,0
Jurisdictional Estimates,California,Vaccination Intention Among Unvaccinated,Definitely Plan to Get Vaccinated,Provider Recommendation,Provider Recommended,June 27 – July 31,Monthly,44.2,29.2-60.3,51,0
Jurisdictional Estimates,California,Vaccination Intention Among Unvaccinated,Definitely Plan to Get Vaccinated,Difficulty Receiving COVID-19 Vaccine,Not At All or A Little Difficult to Get Vaccinated,June 27 – July 31,Monthly,82.2,65.9-91.7,50,0
Jurisdictional Estimates,California,Vaccination Intention Among Unvaccinated,Probably Will Get Vaccinated or Are Unsure,Concern About COVID-19 Disease,Moderately or Very Concerned About COVID-19,June 27 – July 31,Monthly,39,29.6-49.2,133,0
Jurisdictional Estimates,California,Vaccination Intention Among Unvaccinated,Probably Will Get Vaccinated or Are Unsure,Confidence In COVID-19 Vaccine Safety,Very or Completely Confident in COVID-19 Vaccine Safety,June 27 – July 31,Monthly,15.5,8.6-26.3,95,0
Jurisdictional Estimates,California,Vaccination Intention Among Unvaccinated,Probably Will Get Vaccinated or Are Unsure,COVID-19 Vaccination of Friends and Family,Many or Almost All Friends and Family Vaccinated,June 27 – July 31,Monthly,48.2,38.1-58.4,131,0
Jurisdictional Estimates,California,Vaccination Intention Among Unvaccinated,Probably Will Get Vaccinated or Are Unsure,Provider Recommendation,Provider Recommended,June 27 – July 31,Monthly,27.1,19.1-36.9,132,0
Jurisdictional Estimates,California,Vaccination Intention Among Unvaccinated,Probably Will Get Vaccinated or Are Unsure,Difficulty Receiving COVID-19 Vaccine,Not At All or A Little Difficult to Get Vaccinated,June 27 – July 31,Monthly,92.3,84.3-96.4,127,0
Jurisdictional Estimates,California,Vaccination Intention Among Unvaccinated,Probably or Definitely Will Not Get Vaccinated,Concern About COVID-19 Disease,Moderately or Very Concerned About COVID-19,June 27 – July 31,Monthly,13,7.6-21.3,149,0
Jurisdictional Estimates,California,Vaccination Intention Among Unvaccinated,Probably or Definitely Will Not Get Vaccinated,Confidence In COVID-19 Vaccine Safety,Very or Completely Confident in COVID-19 Vaccine Safety,June 27 – July 31,Monthly,4.9,1.8-13.0,126,0
Jurisdictional Estimates,California,Vaccination Intention Among Unvaccinated,Probably or Definitely Will Not Get Vaccinated,COVID-19 Vaccination of Friends and Family,Many or Almost All Friends and Family Vaccinated,June 27 – July 31,Monthly,26.7,18.8-36.4,142,0
Jurisdictional Estimates,California,Vaccination Intention Among Unvaccinated,Probably or Definitely Will Not Get Vaccinated,Provider Recommendation,Provider Recommended,June 27 – July 31,Monthly,20.8,14.1-29.6,149,0
Jurisdictional Estimates,California,Vaccination Intention Among Unvaccinated,Probably or Definitely Will Not Get Vaccinated,Difficulty Receiving COVID-19 Vaccine,Not At All or A Little Difficult to Get Vaccinated,June 27 – July 31,Monthly,85.4,76.6-91.3,146,0
Jurisdictional Estimates,Colorado,Vaccination Status,Total Vaccinated People,Concern About COVID-19 Disease,Moderately or Very Concerned About COVID-19,June 27 – July 31,Monthly,31.3,26.8-36.3,731,0
Jurisdictional Estimates,Colorado,Vaccination Status,Total Vaccinated People,Confidence In COVID-19 Vaccine Safety,Very or Completely Confident in COVID-19 Vaccine Safety,June 27 – July 31,Monthly,81.9,77.5-85.6,718,0
Jurisdictional Estimates,Colorado,Vaccination Status,Total Vaccinated People,COVID-19 Vaccination of Friends and Family,Many or Almost All Friends and Family Vaccinated,June 27 – July 31,Monthly,87.6,83.8-90.6,725,0
Jurisdictional Estimates,Colorado,Vaccination Status,Total Vaccinated People,Provider Recommendation,Provider Recommended,June 27 – July 31,Monthly,37.4,32.6-42.4,722,0
Jurisdictional Estimates,Colorado,Vaccination Status,Total Vaccinated People,Difficulty Receiving COVID-19 Vaccine,Not At All or A Little Difficult to Get Vaccinated,June 27 – July 31,Monthly,80.6,76.1-84.4,733,0
Jurisdictional Estimates,Colorado,Vaccination Status,Total Unvaccinated People,Concern About COVID-19 Disease,Moderately or Very Concerned About COVID-19,June 27 – July 31,Monthly,25.8,17.4-36.4,114,0
Jurisdictional Estimates,Colorado,Vaccination Status,Total Unvaccinated People,Confidence In COVID-19 Vaccine Safety,Very or Completely Confident in COVID-19 Vaccine Safety,June 27 – July 31,Monthly,16.9,9.9-27.3,99,0
Jurisdictional Estimates,Colorado,Vaccination Status,Total Unvaccinated People,COVID-19 Vaccination of Friends and Family,Many or Almost All Friends and Family Vaccinated,June 27 – July 31,Monthly,24.8,16.6-35.2,114,0
Jurisdictional Estimates,Colorado,Vaccination Status,Total Unvaccinated People,Provider Recommendation,Provider Recommended,June 27 – July 31,Monthly,27.8,19.1-38.5,115,0
Jurisdictional Estimates,Colorado,Vaccination Status,Total Unvaccinated People,Difficulty Receiving COVID-19 Vaccine,Not At All or A Little Difficult to Get Vaccinated,June 27 – July 31,Monthly,89.9,81.3-94.8,113,0
Jurisdictional Estimates,Colorado,Vaccination Intention Among Unvaccinated,Definitely Plan to Get Vaccinated,Concern About COVID-19 Disease,Moderately or Very Concerned About COVID-19,June 27 – July 31,Monthly,,,,1
Jurisdictional Estimates,Colorado,Vaccination Intention Among Unvaccinated,Definitely Plan to Get Vaccinated,Confidence In COVID-19 Vaccine Safety,Very or Completely Confident in COVID-19 Vaccine Safety,June 27 – July 31,Monthly,,,,1
Jurisdictional Estimates,Colorado,Vaccination Intention Among Unvaccinated,Definitely Plan to Get Vaccinated,COVID-19 Vaccination of Friends and Family,Many or Almost All Friends and Family Vaccinated,June 27 – July 31,Monthly,,,,1
Jurisdictional Estimates,Colorado,Vaccination Intention Among Unvaccinated,Definitely Plan to Get Vaccinated,Provider Recommendation,Provider Recommended,June 27 – July 31,Monthly,,,,1
Jurisdictional Estimates,Colorado,Vaccination Intention Among Unvaccinated,Definitely Plan to Get Vaccinated,Difficulty Receiving COVID-19 Vaccine,Not At All or A Little Difficult to Get Vaccinated,June 27 – July 31,Monthly,,,,1
Jurisdictional Estimates,Colorado,Vaccination Intention Among Unvaccinated,Probably Will Get Vaccinated or Are Unsure,Concern About COVID-19 Disease,Moderately or Very Concerned About COVID-19,June 27 – July 31,Monthly,43.1,24.9-63.4,34,0
Jurisdictional Estimates,Colorado,Vaccination Intention Among Unvaccinated,Probably Will Get Vaccinated or Are Unsure,Confidence In COVID-19 Vaccine Safety,Very or Completely Confident in COVID-19 Vaccine Safety,June 27 – July 31,Monthly,,,,1
Jurisdictional Estimates,Colorado,Vaccination Intention Among Unvaccinated,Probably Will Get Vaccinated or Are Unsure,COVID-19 Vaccination of Friends and Family,Many or Almost All Friends and Family Vaccinated,June 27 – July 31,Monthly,32.1,16.8-52.6,34,0
Jurisdictional Estimates,Colorado,Vaccination Intention Among Unvaccinated,Probably Will Get Vaccinated or Are Unsure,Provider Recommendation,Provider Recommended,June 27 – July 31,Monthly,33,17.4-53.6,35,0
Jurisdictional Estimates,Colorado,Vaccination Intention Among Unvaccinated,Probably Will Get Vaccinated or Are Unsure,Difficulty Receiving COVID-19 Vaccine,Not At All or A Little Difficult to Get Vaccinated,June 27 – July 31,Monthly,76.1,55.4-89.1,34,0
Jurisdictional Estimates,Colorado,Vaccination Intention Among Unvaccinated,Probably or Definitely Will Not Get Vaccinated,Concern About COVID-19 Disease,Moderately or Very Concerned About COVID-19,June 27 – July 31,Monthly,10.8,4.6-23.1,70,0
Jurisdictional Estimates,Colorado,Vaccination Intention Among Unvaccinated,Probably or Definitely Will Not Get Vaccinated,Confidence In COVID-19 Vaccine Safety,Very or Completely Confident in COVID-19 Vaccine Safety,June 27 – July 31,Monthly,5.6,1.6-17.4,60,0
Jurisdictional Estimates,Colorado,Vaccination Intention Among Unvaccinated,Probably or Definitely Will Not Get Vaccinated,COVID-19 Vaccination of Friends and Family,Many or Almost All Friends and Family Vaccinated,June 27 – July 31,Monthly,12.3,5.6-25.1,69,0
Jurisdictional Estimates,Colorado,Vaccination Intention Among Unvaccinated,Probably or Definitely Will Not Get Vaccinated,Provider Recommendation,Provider Recommended,June 27 – July 31,Monthly,25.8,15.5-39.8,69,0
Jurisdictional Estimates,Colorado,Vaccination Intention Among Unvaccinated,Probably or Definitely Will Not Get Vaccinated,Difficulty Receiving COVID-19 Vaccine,Not At All or A Little Difficult to Get Vaccinated,June 27 – July 31,Monthly,96.5,84.4-99.3,68,0
Jurisdictional Estimates,Connecticut,Vaccination Status,Total Vaccinated People,Concern About COVID-19 Disease,Moderately or Very Concerned About COVID-19,June 27 – July 31,Monthly,40.3,34.6-46.3,477,0
Jurisdictional Estimates,Connecticut,Vaccination Status,Total Vaccinated People,Confidence In COVID-19 Vaccine Safety,Very or Completely Confident in COVID-19 Vaccine Safety,June 27 – July 31,Monthly,85.7,81.3-89.3,458,0
Jurisdictional Estimates,Connecticut,Vaccination Status,Total Vaccinated People,COVID-19 Vaccination of Friends and Family,Many or Almost All Friends and Family Vaccinated,June 27 – July 31,Monthly,91.1,86.6-94.2,474,0
Jurisdictional Estimates,Connecticut,Vaccination Status,Total Vaccinated People,Provider Recommendation,Provider Recommended,June 27 – July 31,Monthly,40.8,35.1-46.8,472,0
Jurisdictional Estimates,Connecticut,Vaccination Status,Total Vaccinated People,Difficulty Receiving COVID-19 Vaccine,Not At All or A Little Difficult to Get Vaccinated,June 27 – July 31,Monthly,83.8,78.9-87.7,478,0
Jurisdictional Estimates,Connecticut,Vaccination Status,Total Unvaccinated People,Concern About COVID-19 Disease,Moderately or Very Concerned About COVID-19,June 27 – July 31,Monthly,33.5,21.3-48.4,69,0
Jurisdictional Estimates,Connecticut,Vaccination Status,Total Unvaccinated People,Confidence In COVID-19 Vaccine Safety,Very or Completely Confident in COVID-19 Vaccine Safety,June 27 – July 31,Monthly,27.1,14.0-46.0,49,0
Jurisdictional Estimates,Connecticut,Vaccination Status,Total Unvaccinated People,COVID-19 Vaccination of Friends and Family,Many or Almost All Friends and Family Vaccinated,June 27 – July 31,Monthly,39.4,26.4-54.2,70,0
Jurisdictional Estimates,Connecticut,Vaccination Status,Total Unvaccinated People,Provider Recommendation,Provider Recommended,June 27 – July 31,Monthly,33.8,21.7-48.5,70,0
Jurisdictional Estimates,Connecticut,Vaccination Status,Total Unvaccinated People,Difficulty Receiving COVID-19 Vaccine,Not At All or A Little Difficult to Get Vaccinated,June 27 – July 31,Monthly,77.5,61.8-88.0,67,0
Jurisdictional Estimates,Connecticut,Vaccination Intention Among Unvaccinated,Definitely Plan to Get Vaccinated,Concern About COVID-19 Disease,Moderately or Very Concerned About COVID-19,June 27 – July 31,Monthly,,,,1
Jurisdictional Estimates,Connecticut,Vaccination Intention Among Unvaccinated,Definitely Plan to Get Vaccinated,Confidence In COVID-19 Vaccine Safety,Very or Completely Confident in COVID-19 Vaccine Safety,June 27 – July 31,Monthly,,,,1
Jurisdictional Estimates,Connecticut,Vaccination Intention Among Unvaccinated,Definitely Plan to Get Vaccinated,COVID-19 Vaccination of Friends and Family,Many or Almost All Friends and Family Vaccinated,June 27 – July 31,Monthly,,,,1
Jurisdictional Estimates,Connecticut,Vaccination Intention Among Unvaccinated,Definitely Plan to Get Vaccinated,Provider Recommendation,Provider Recommended,June 27 – July 31,Monthly,,,,1
Jurisdictional Estimates,Connecticut,Vaccination Intention Among Unvaccinated,Definitely Plan to Get Vaccinated,Difficulty Receiving COVID-19 Vaccine,Not At All or A Little Difficult to Get Vaccinated,June 27 – July 31,Monthly,,,,1
Jurisdictional Estimates,Connecticut,Vaccination Intention Among Unvaccinated,Probably Will Get Vaccinated or Are Unsure,Concern About COVID-19 Disease,Moderately or Very Concerned About COVID-19,June 27 – July 31,Monthly,,,,1
Jurisdictional Estimates,Connecticut,Vaccination Intention Among Unvaccinated,Probably Will Get Vaccinated or Are Unsure,Confidence In COVID-19 Vaccine Safety,Very or Completely Confident in COVID-19 Vaccine Safety,June 27 – July 31,Monthly,,,,1
Jurisdictional Estimates,Connecticut,Vaccination Intention Among Unvaccinated,Probably Will Get Vaccinated or Are Unsure,COVID-19 Vaccination of Friends and Family,Many or Almost All Friends and Family Vaccinated,June 27 – July 31,Monthly,,,,1
Jurisdictional Estimates,Connecticut,Vaccination Intention Among Unvaccinated,Probably Will Get Vaccinated or Are Unsure,Provider Recommendation,Provider Recommended,June 27 – July 31,Monthly,,,,1
Jurisdictional Estimates,Connecticut,Vaccination Intention Among Unvaccinated,Probably Will Get Vaccinated or Are Unsure,Difficulty Receiving COVID-19 Vaccine,Not At All or A Little Difficult to Get Vaccinated,June 27 – July 31,Monthly,,,,1
Jurisdictional Estimates,Connecticut,Vaccination Intention Among Unvaccinated,Probably or Definitely Will Not Get Vaccinated,Concern About COVID-19 Disease,Moderately or Very Concerned About COVID-19,June 27 – July 31,Monthly,11.5,3.4-32.0,37,0
Jurisdictional Estimates,Connecticut,Vaccination Intention Among Unvaccinated,Probably or Definitely Will Not Get Vaccinated,Confidence In COVID-19 Vaccine Safety,Very or Completely Confident in COVID-19 Vaccine Safety,June 27 – July 31,Monthly,21.6,8.2-46.0,30,0
Jurisdictional Estimates,Connecticut,Vaccination Intention Among Unvaccinated,Probably or Definitely Will Not Get Vaccinated,COVID-19 Vaccination of Friends and Family,Many or Almost All Friends and Family Vaccinated,June 27 – July 31,Monthly,36.8,20.4-57.0,37,0
